"FieldType0","FieldLabel0","FieldOptions0","FieldOptionsScores0","FieldType1","FieldLabel1","FieldOptions1","FieldOptionsScores1","FieldType2","FieldLabel2","FieldOptions2","FieldOptionsScores2","FieldType3","FieldLabel3","FieldOptions3","FieldOptionsScores3","FieldType4","FieldLabel4","FieldOptions4","FieldOptionsScores4","FieldType5","FieldLabel5","FieldOptions5","FieldOptionsScores5","FieldType6","FieldLabel6","FieldOptions6","FieldOptionsScores6","FieldType7","FieldLabel7","FieldOptions7","FieldOptionsScores7","FieldType8","FieldLabel8","FieldOptions8","FieldOptionsScores8","FieldType9","FieldLabel9","FieldOptions9","FieldOptionsScores9","FieldType10","FieldLabel10","FieldOptions10","FieldOptionsScores10","FieldType11","FieldLabel11","FieldOptions11","FieldOptionsScores11","FieldType12","FieldLabel12","FieldOptions12","FieldOptionsScores12","FieldType13","FieldLabel13","FieldOptions13","FieldOptionsScores13","FieldType14","FieldLabel14","FieldOptions14","FieldOptionsScores14","FieldType15","FieldLabel15","FieldOptions15","FieldOptionsScores15","FieldType16","FieldLabel16","FieldOptions16","FieldOptionsScores16","FieldType17","FieldLabel17","FieldOptions17","FieldOptionsScores17","FieldType18","FieldLabel18","FieldOptions18","FieldOptionsScores18","FieldType19","FieldLabel19","FieldOptions19","FieldOptionsScores19","NumberFields","formInfo","formRef","formula","resultUnits","tagLine","title","sections"
"button","Wheezing","None or Mild,Moderate,Severe wheezing or absent due to poor air movement","0,1,2","button","Work of breathing: use of accessory muscles / tracheal tug / rib recession","Normal or mildly diminished,Moderate,Severe","0,1,2","button","Prolongation of expiration: ratio of Expiration to Inspiration","Normal or mildly prolonged,Moderately prolonged,Severely prolonged","0,1,2","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","3","PASSinfo","Gorelick MH, Stevens MW, Schultz TR, Scribano PV$$Performance of a novel clinical score, the Pediatric Asthma Severity Score (PASS), in the evaluation of acute asthma. Academic emergency medicine. 2004 Jan;11(1):10-8$$https://onlinelibrary.wiley.com/doi/abs/10.1197/j.aem.2003.07.015££Gouin S, Robidas I, Gravel J, Guimont C, Chalut D, Amre D$$Prospective evaluation of two clinical scores for acute asthma in children 18 months to 7 years of age. Academic Emergency Medicine. 2010 Jun;17(6):598-603$$https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1553-2712.2010.00775.x","nil","points","Determines severity of paediatric asthma based on physical examination","PASS ASTHMA SEVERITY","All,Paeds,Resp"
"button","Abdominal pain","None,Mild,Moderate / Severe","0,5,10","button","Stools per day","0-1 liquid stools no blood,2-5 liquid or ≤2 semi-formed stools with small amount blood,≥6 liquid stools / Gross blood / Nocturnal diarrhoea","0,5,10","button","General well-being","Well,Below par,Very poor","0,5,10","button","Weight","Weight gain / voluntarily stable / voluntarily loss,Weight involuntarily stable or loss 1-9%,Weight loss ≥10%","0,5,10","button","Height (at diagnosis or follow-up)","<1 channel decrease (or height velocity ≥ -1SD),Channel decrease ≥1 and <2 (or height velocity <-1SD and >-2SD),≥2 channel decrease (or height velocity ≤-2SD)","0,5,10","button","Abdoment palpation","No tenderness or Mass,Tenderness no guarding / Mass with no tenderness,Tenderness with guarding / Definite mass","0,5,10","button","Peri-rectal disease","None / Asymptomatic tags,1-2 indolent fistulae with scant drainage and no tenderness,Active fistula with drainage and tenderness or abscess","0,5,10","button","Extra-intestinal manifestations: Fever ≥38.5°C (101.3°F) for 3 days over past week, Arthritis, Uveitis, Erythema nodosum, Pyoderma gangrenosum","None,1,≥2","0,5,10","button","Albumin","≥35g/L / 3.5g/dL,≥31-34g/L / 3.1-3.4g/dL,≤30g/L / ≤3g/dL","0,5,10","button","Age / Sex","<10 years (both),11-19 years (female),11-14 years (male),15-19 years (male)","0,1,2,3","numerical","Haematocrit","%","0","button","ESR","<20 mm/hr,20-50 mm/hr,>50 mm/hr","0,2.5,5","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","12","PCDAIinfo","Turner D, Griffiths AM, Walters TD, Seah T, Markowitz J, Pfefferkorn M, Keljo D, Otley A, LeLeiko NS, Mack D, Hyams J$$Appraisal of the pediatric Crohn's disease activity index on four prospectively collected datasets: recommended cutoff values and clinimetric properties. Official journal of the American College of Gastroenterology| ACG. 2010 Sep 1;105(9):2085-92$$https://journals.lww.com/ajg/fulltext/2010/09000/appraisal_of_the_pediatric_crohn_s_disease.29.aspx££Hyams JS, Ferry GD, Mandel FS, Gryboski JD, Kibort PM, Kirschner BS, Griffiths AM, Katz AJ, Grand RJ, Boyle JT, Michener WM$$Development and validation of a pediatric Crohn's disease activity index. Journal of pediatric gastroenterology and nutrition. 1991 May;12(4):439-$$https://onlinelibrary.wiley.com/doi/abs/10.1002/j.1536-4801.1991.tb10268.x££Hyams J, Markowitz J, Otley A, Rosh J, Mack D, Bousvaros A, Kugathasan S, Pfefferkorn M, Tolia V, Evans J, Treem W$$Evaluation of the pediatric Crohn disease activity index: a prospective multicenter experience. Journal of pediatric gastroenterology and nutrition. 2005 Oct 1;41(4):416-21$$https://journals.lww.com/jpgn/fulltext/2005/10000/Pediatric_Crohn_Disease_Activity_Index__Responsive.00007.aspx","PCDAI","points","Paediatric Crohn's Disease Activity Index: current severity of Crohn's disease","PCDAI","All,Gastro,Paeds"
"button","Perfusion","No peripheral arterial disease,Peripheral arterial disease + no critical limb ischaemia,Critical limb ischaemia","0,1,2","button","Extent","Skin intact,<1cm²,1-3cm²,>3cm²","0,1,2,3","button","Depth:
determine using sterile blunt probe / imaging","Skin intact,Superficial,Fascia / Muscle / Tendon,Bone or Joint","0,1,2,3","button","Infection","None,Surface,Abscess / Fasciitis +/- Septic arthritis,Systemic inflammatory response syndrome","0,1,2,3","button","Sensation","Intact,Reduced","0,1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","5","PEDISinfo","Uysal S, Arda B, Ta‚âà√ºbakan MI, ‚àö√°etinkalp ‚âà√ª, ‚âà√ªim‚âà√ºir IY, ‚àö√±zt‚àö¬∫rk AM, Uysal A, Ertam ∆í‚àû.$$Risk factors for amputation in patients with diabetic foot infection: a prospective study. International wound journal. 2017 Dec;14(6):1219-24.$$https://onlinelibrary.wiley.com/doi/abs/10.1111/iwj.12788££Chuan F, Tang K, Jiang P, Zhou B, He X.$$Reliability and validity of the perfusion, extent, depth, infection and sensation (PEDIS) classification system and score in patients with diabetic foot ulcer. PloS one. 2015 Apr 13;10(4):e0124739.$$https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0124739","nil","points","Predicts likelihood of adverse outcomes in diabetic foot ulcers","PEDIS","All,Endo,MSK"
"button","Sex","Male,Female","1,0","numerical","Age","years","0","numerical","Height","cm","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","3","PEFRinfo","Knudson RJ, Lebowitz MD, Holberg CJ, Burrows B.$$Changes in the normal maximal expiratory flow-volume curve with growth and aging. American Review of Respiratory Disease. 1983 Jun;127(6):725-34.$$https://www.atsjournals.org/doi/abs/10.1164/arrd.1983.127.6.725££Hankinson JL, Odencrantz JR, Fedan KB.$$Spirometric reference values from a sample of the general US population. American journal of respiratory and critical care medicine. 1999 Jan 1;159(1):179-87.$$https://www.atsjournals.org/doi/abs/10.1164/ajrccm.159.1.9712108££H‚àö‚àèst A, H‚àö‚àèst AH, Ibsen T.$$Peak expiratory flow rate in healthy children aged 6‚Äö√Ñ√¨17 years. Acta P‚àö¬∂diatrica. 1994 Dec;83(12):1255-7.$$https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1651-2227.1994.tb13008.x","PEFR","L/min","Determines the predicted maximum PEFR (peak expiratory flow rate) for ages 5+","PEFR","All,GP,Resp"
"button","Little interest or pleasure in doing things?","Not at all,Several days,More than half the days,Nearly every day","0,1,2,3","button","Feeling down, depressed, or hopeless?","Not at all,Several days,More than half the days,Nearly every day","0,1,2,3","button","Trouble falling or staying asleep, or sleeping too much?","Not at all,Several days,More than half the days,Nearly every day","0,1,2,3","button","Feeling tired or having little energy?","Not at all,Several days,More than half the days,Nearly every day","0,1,2,3","button","Poor appetite or overeating?","Not at all,Several days,More than half the days,Nearly every day","0,1,2,3","button","Feeling bad about yourself, or that you are a failure or have let yourself or your family down?","Not at all,Several days,More than half the days,Nearly every day","0,1,2,3","button","Trouble concentrating on things, such as reading the newspaper or watching television?","Not at all,Several days,More than half the days,Nearly every day","0,1,2,3","button","Moving or speaking so slowly that other people could have noticed? Or so fidgety or restless that you have been moving a lot more than usual?","Not at all,Several days,More than half the days,Nearly every day","0,1,2,3","button","Thoughts that you would be better off dead, or thoughts of hurting yourself in some way?","Not at all,Several days,More than half the days,Nearly every day","0,1,2,3","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","9","PHQ-9info","Levis B, Benedetti A, Thombs BD$$Accuracy of Patient Health Questionnaire-9 (PHQ-9) for screening to detect major depression: individual participant data meta-analysis. bmj. 2019 Apr 9;365$$https://www.bmj.com/content/365/bmj.l1476.abstract££Kroenke K, Spitzer RL, Williams JB$$The PHQ‚Äö√Ñ√™9: validity of a brief depression severity measure. Journal of general internal medicine. 2001 Sep;16(9):606-13$$https://onlinelibrary.wiley.com/doi/abs/10.1046/J.1525-1497.2001.016009606.X££Arroll B, Goodyear-Smith F, Crengle S, Gunn J, Kerse N, Fishman T, Falloon K, Hatcher S$$Validation of PHQ-2 and PHQ-9 to screen for major depression in the primary care population. The annals of family medicine. 2010 Jul 1;8(4):348-53$$https://www.annfammed.org/content/8/4/348.short££Beard C, Hsu KJ, Rifkin LS, Busch AB, Bj‚àö‚àÇrgvinsson T$$Validation of the PHQ-9 in a psychiatric sample. Journal of affective disorders. 2016 Mar 15;193:267-73$$https://www.sciencedirect.com/science/article/pii/S0165032715310272","nil","points","Screening tool to diagnose depression and quantify severity","PHQ-9","All,GP,Psych"
"numerical","Number of cigarettes smoked per day (1 pack = 20 cigarettes)","Cigarettes","0","numerical","Years the patient has smoked","years","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","2","PackYearsCalcinfo","Janjigian YY, McDonnell K, Kris MG, Shen R, Sima CS, Bach PB, Rizvi NA, Riely GJ.$$Pack‚Äö√Ñ√™years of cigarette smoking as a prognostic factor in patients with stage IIIB/IV nonsmall cell lung cancer. Cancer: Interdisciplinary International Journal of the American Cancer Society. 2010 Feb 1;116(3):670-5.$$https://acsjournals.onlinelibrary.wiley.com/doi/abs/10.1002/cncr.24813££Wood DE, Kazerooni EA, Baum SL, Eapen GA, Ettinger DS, Hou L, Jackman DM, Klippenstein D, Kumar R, Lackner RP, Leard LE.$$Lung cancer screening, version 3.2018, NCCN clinical practice guidelines in oncology. Journal of the National Comprehensive Cancer Network. 2018 Apr 1;16(4):412-41.$$https://jnccn.org/view/journals/jnccn/16/4/article-p412.xml?rskey=gCbwL3&result=1318&utm_source=TrendMD&utm_medium=cpc&utm_campaign=JNCCN_TrendMD_1","$/20)*($$)","pack years","Calculates pack years in patients with any smoking history.","PACK YEARS CALC","All,GP,Resp,Cardio"
"button","Patients Baseline Activity - choose best fit of patients ability","No symptoms,No significant disability despite symptoms. Able to carry out all usual duties and activities,Slight disability. Unable to carry out all previous activities but able to look after own affairs without assistance,Moderate disability. Requiring some help but able to walk without assistance,Moderately severe disability. Unable to walk and attend to bodily needs without assistance,Severe disability. Bedridden / incontinent and requiring constant nursing care and attention,Dead","0,1,2,3,4,5,6","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","1","MODIFIEDRANKINinfo","Van Swieten JC, Koudstaal PJ, Visser MC, Schouten HJ, Van Gijn J.$$Interobserver agreement for the assessment of handicap in stroke patients. stroke. 1988 May;19(5):604-7.$$https://www.ahajournals.org/doi/abs/10.1161/01.STR.19.5.604££Banks JL, Marotta CA.$$Outcomes validity and reliability of the modified Rankin scale: implications for stroke clinical trials: a literature review and synthesis. Stroke. 2007 Mar 1;38(3):1091-6.$$https://www.ahajournals.org/doi/abs/10.1161/01.STR.0000258355.23810.c6££Fearon P, McArthur KS, Garrity K, Graham LJ, McGroarty G, Vincent S, Quinn TJ.$$Prestroke modified rankin stroke scale has moderate interobserver reliability and validity in an acute stroke setting. Stroke. 2012 Dec;43(12):3184-8.$$https://www.ahajournals.org/doi/abs/10.1161/strokeaha.112.670422","nil","points","Measures the degree of disability in ADL in stroke / neurological disability patients","MODIFIED RANKIN","All,Neuro,Old"
"button","End stage renal disease. On dialysis >3 months","Yes,No","1,0","button","Persistent AKI. Renal replacement therapy >4 months","Yes,No","1,0","button","Serum Creatinine","1.5-2 times above baseline,>2-3 times above baseline,>3 times above baseline,≥4mg/dL or 350µmol/L,Acute rise ≥0.5mg/dL or 44µmol/L","3,2,1,1,1","button","GFR",">25% decrease below baseline,>50% decrease below baseline,>75% decrease below baseline","3,2,1","button","Urine output","<0.5mL/kg/hr x 6 hours,<0.5mL/kg/hr x 12 hours,<0.3mL/kg/hr x 24 or Anuria x 12 hours","3,2,1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","5","RIFLECRITERIAAKIinfo","Xiong J, Tang X, Hu Z, Nie L, Wang Y, Zhao J$$The RIFLE versus AKIN classification for incidence and mortality of acute kidney injury in critical ill patients: a meta-analysis. Scientific reports. 2015 Dec 7;5(1):17917.$$https://www.nature.com/articles/srep17917££Van Biesen W, Vanholder R, Lameire N$$Defining acute renal failure: RIFLE and beyond. Clinical journal of the American Society of Nephrology. 2006 Nov 1;1(6):1314-9.$$https://journals.lww.com/CJASN/fulltext/2006/11000/Defining_Acute_Renal_Failure__RIFLE_and_Beyond.28.aspx££Bellomo R, Ronco C, Kellum JA, Mehta RL, Palevsky P, ADQI workgroup$$Acute renal failure‚Äö√Ñ√¨definition, outcome measures, animal models, fluid therapy and information technology needs: the Second International Consensus Conference of the Acute Dialysis Quality Initiative (ADQI) Group. Critical care. 2004 Aug;8:1-9.$$https://link.springer.com/article/10.1186/CC2872££Lopes JA, Jorge S$$The RIFLE and AKIN classifications for acute kidney injury: a critical and comprehensive review. Clinical kidney journal. 2013 Feb 1;6(1):8-14.$$https://academic.oup.com/ckj/article-abstract/6/1/8/468698","RIFLE","points","Classifies severity of acute kidney injury, similar to AKIN Classification","RIFLE CRITERIA AKI","All,Renal"
"button","Age <25 years","Yes,No","2,0","button","Skeletal immaturity","Yes,No","1,0","button","Dejour A-D dysplasia: X-ray and MRI","Yes,No","1,0","button","TT-TG/PL ≥0.5: Tibial tuberosity to trochlear groove distance / Patella length","Yes,No","1,0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","4","RIPinfo","Hevesi M, Heidenreich MJ, Camp CL, Hewett TE, Stuart MJ, Dahm DL, Krych AJ$$The recurrent instability of the patella score: a statistically based model for prediction of long-term recurrence risk after first-time dislocation. Arthroscopy: The Journal of Arthroscopic & Related Surgery. 2019 Feb 1;35(2):537-43$$https://www.sciencedirect.com/science/article/pii/S0749806318308272","nil","points","Predicts risk of recurrent instability after primary patellar dislocation","RIP SCORE","All,MSK"
"button","Age","<60,60-79,≥80","0,1,2","button","Shock","None,HR≥100,SBP<100","0,1,2","button","Comorbidities","No major comorbidity,Any comorbidity EXCEPT Renal failure / Liver failure / Disseminated malignancy,Renal failure / Liver failure / Disseminated malignancy","0,2,3","button","OGD Diagnosis","Mallory-Weiss tear,No lesion identified / no haemorrhage,All other diagnoses,Malignancy UGI tract","0,0,1,2","button","Major stigmata of recent hemorrhage","None,Dark spot only,Blood in UGI tract,Adherent clot,Visible or spurting vessel","0,0,2,2,2","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","5","ROCKALLPOST-ENDOSCOPYinfo","Rockall TA, Logan RF, Devlin HB, Northfield TC.$$Risk assessment after acute upper gastrointestinal haemorrhage. Gut. 1996 Mar 1;38(3):316-21.$$https://gut.bmj.com/content/38/3/316.short££ Kim BJ, Park MK, Kim SJ, Kim ER, Min BH, Son HJ, Rhee PL, Kim JJ, Rhee JC, Lee JH.$$Comparison of scoring systems for the prediction of outcomes in patients with nonvariceal upper gastrointestinal bleeding: a prospective study. Digestive diseases and sciences. 2009 Nov;54:2523-9.$$https://link.springer.com/article/10.1007/s10620-008-0654-7££Vreeburg EM, Terwee CB, Snel P, Rauws EA, Bartelsman JF, Vd Meulen JH, Tytgat GN.$$Validation of the Rockall risk scoring system in upper gastrointestinal bleeding. Gut. 1999 Mar 1;44(3):331-5.$$https://gut.bmj.com/content/44/3/331.abstract","nil","points","Determines severity of GI bleeding, post endoscopy","ROCKALL POST-ENDOSCOPY","All,Emergency,Gastro,GenSurg"
"button","Age","<60,60-79,≥80","0,1,2","button","Shock","None,HR≥100,SBP<100","0,1,2","button","Comorbidities","No major comorbidity,Any comorbidity EXCEPT Renal failure / Liver failure / Disseminated malignancy,Renal failure / Liver failure / Disseminated malignancy","0,2,3","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","3","ROCKALLPRE-ENDOSCOPYinfo","Rockall TA, Logan RF, Devlin HB, Northfield TC.$$Risk assessment after acute upper gastrointestinal haemorrhage. Gut. 1996 Mar 1;38(3):316-21.$$https://gut.bmj.com/content/38/3/316.short££ Vreeburg EM, Terwee CB, Snel P, Rauws EA, Bartelsman JF, Vd Meulen JH, Tytgat GN.$$Validation of the Rockall risk scoring system in upper gastrointestinal bleeding. Gut. 1999 Mar 1;44(3):331-5.$$https://gut.bmj.com/content/44/3/331.abstract","nil","points","Determines severity of GI bleeding, prior to endoscopy","ROCKALL PRE-ENDOSCOPY","All,Emergency,Gastro,GenSurg"
"button","Cornea","Epithelial damage,Haze and Iris detail visible,Total epithelial loss / Stromal haze and Iris detail obscured,Opaque and Iris / Pupil obscured","1,2,3,4","button","Conjunctiva / Limbus","No limbal ischaemia,<33% limbal ischaemia,33-50% limbal ischaemia,>50% limbal ischaemia","1,2,3,4","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","2","ROPERHALLinfo","Gupta N, Kalaivani M, Tandon R$$Comparison of prognostic value of Roper Hall and Dua classification systems in acute ocular burns. British journal of ophthalmology. 2011 Feb 1;95(2):194-8$$https://bjo.bmj.com/content/95/2/194.short££Roper-Hall, M.J$$Thermal and chemical burns. Transactions of the ophthalmological societies of the United Kingdom, 1965. 85: p. 631-53$$££Singh P, Tyagi M, Kumar Y, Gupta KK, Sharma PD$$Ocular chemical injuries and their management. Oman journal of ophthalmology. 2013 May 1;6(2):83-6$$https://journals.lww.com/ojoo/fulltext/2013/06020/ocular_chemical_injuries_and_their_management.3.aspx££Merle H, Gerard M, Schrage N$$Severe ocular burns. Eur Ophthalmic Rev. 2011;5(2):130-3$$https://www.prevor.com/app/uploads/sites/4/2020/09/severe-ocular-burns-h.-merle-eur-ophthal.pdf","ROPERHALL","grade","Roper-Hall classification of ocular chemical injuries","ROPER-HALL CLASSIFICATION","All,Ophth"
"command","Must have ≥2 of the following: Associated with recurrent abdominal pain ≥1 day a week in the last 3 months","%","0","button","Related to defecation","Yes,No","1,0","button","Associated with a change in stool frequency","Yes,No","1,0","button","Associated with a change in stool form","Yes,No","1,0","button","If has ≥2 of above - subtype classification",">25% Bristol stool type 1-2 and <25% type 6-7,>25% Bristol stool type 6-7 and <25% type 1-2,>25% Bristol stool type 1-2 and >25% type 6-7,None of the above","0,1,2,3","image","RomeIVIBS","none","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","6","RomeIVIBSinfo","Palsson OS, Whitehead WE, Van Tilburg MA, Chang L, Chey W, Crowell MD, Keefer L, Lembo AJ, Parkman HP, Rao SS, Sperber A$$Development and validation of the Rome IV diagnostic questionnaire for adults. Gastroenterology. 2016 May 1;150(6):1481-91.$$https://www.sciencedirect.com/science/article/pii/S0016508516001803££Schmulson MJ, Drossman DA$$What is new in Rome IV. Journal of neurogastroenterology and motility. 2017 Apr;23(2):151.$$https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5383110/££Drossman DA, Hasler WL$$Rome IV‚Äö√Ñ√Æfunctional GI disorders: disorders of gut-brain interaction. Gastroenterology. 2016 May 1;150(6):1257-61.$$https://www.gastrojournal.org/article/S0016-5085(16)30048-8/abstract","IBS","none","Official Rome IV criteria for the diagnosis of irritable bowel syndrome","ROME IV IBS","All,Gastro,GP"
"numerical","Albumin (serum)","g/L","0","numerical","Albumin (ascitic)","g/L","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","2","SAAGinfo","Hoefs JC.$$The mechanism of ascitic fluid protein concentration increase during diuresis in patients with chronic liver disease. Am J Gastroenterol. 1981 Nov 1;76(5):423-31.$$https://www.researchgate.net/profile/John-Hoefs/publication/15862230_The_mechanism_of_ascitic_fluid_protein_concentration_increase_during_diuresis_in_patients_with_chronic_liver_disease/links/54dc4d790cf23fe133b0f8c0/The-mechanism-of-ascitic-fluid-protein-concentration-increase-during-diuresis-in-patients-with-chronic-liver-disease.pdf££Pare P, Talbot J, Hoefs JC.$$Serum-ascites albumin concentration gradient: a physiologic approach to the differential diagnosis of ascites. Gastroenterology. 1983 Aug 1;85(2):240-4.$$https://www.sciencedirect.com/science/article/pii/0016508583903062","SAAG","g/L","Serum Ascites Albumin Gradient. Serum Ascites Albumin Gradient. Helps determine the possible underlying cause of the ascites ","SAAG","All,Gastro"
"button","Concordant ST elevation > 1mm in leads with a positive QRS complex","Yes,No","1,0","button","Concordant ST depression > 1 mm in V1-V3","Yes,No","1,0","button","ST Elevation at the J-point, relative to QRS onset, is at least 1 mm AND has an amplitude at least 25% of the preceding S-wave","Yes,No","1,0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","3","SGARBOSSAMODIFIEDinfo","Sgarbossa EB, Pinski SL, Barbagelata A, Underwood DA, Gates KB, Topol EJ, Califf RM, Wagner GS$$Electrocardiographic diagnosis of evolving acute myocardial infarction in the presence of left bundle-branch block. New England Journal of Medicine. 1996 Feb 22;334(8):481-7$$https://www.nejm.org/doi/full/10.1056/nejm199602223340801££Smith SW, Dodd KW, Henry TD, Dvorak DM, Pearce LA$$Diagnosis of ST-elevation myocardial infarction in the presence of left bundle branch block with the ST-elevation to S-wave ratio in a modified Sgarbossa rule. Annals of emergency medicine. 2012 Dec 1;60(6):766-76$$https://www.sciencedirect.com/science/article/pii/S0196064412013686","SGARBOSSAMOD","points","Criteria to diagnose acute MI in patients with prior LBBB","SGARBOSSA MODIFIED","All,Cardio,Emergency,GP"
"numerical","Sodium","mmol/L","0","numerical","Glucose","mmol/L","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","2","SODIUMCORRECTIONinfo","Katz MA.$$Hyperglycemia-induced hyponatremia‚Äö√Ñ√Æcalculation of expected serum sodium depression. New England Journal of Medicine. 1973 Oct 18;289(16):843-4.$$https://www.nejm.org/doi/pdf/10.1056/NEJM197310182891607££Hillier TA, Abbott RD, Barrett EJ.$$Hyponatremia: evaluating the correction factor for hyperglycemia. The American journal of medicine. 1999 Apr 1;106(4):399-403.$$https://www.sciencedirect.com/science/article/pii/S0002934399000558","NAGL","mmol/L","Calculates the actual sodium level in patients with hyperglycemia","SODIUM CORRECTION","All,CriticalCare,Endo,Renal"
